property_type,room_type,accommodates,bathrooms,bedrooms,beds,host_response_time,host_response_rate,host_is_superhost,host_listings_count,host_total_listings_count,latitude,longitude,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_value,reviews_per_month,price,beds_per_bedroom,amenities_count,host_tenure_days,description_len,availability_30_ratio,days_since_last_review
Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,within an hour,100%,0.0,27.0,27.0,45.4778077,9.1489412,1.0,22,52,82,221,5,5,4,4.8,4.8,4.4,4.4,4.69,77.0,,26,2189.0,502,0.7333333333333333,3.0
Entire serviced apartment,Entire home/apt,3,1.0,1.0,1.0,within an hour,99%,1.0,11.0,11.0,26.13129997,-80.14009857,1.0,22,52,82,174,82,33,1,4.85,4.83,4.83,4.66,2.84,162.0,1.0,45,1059.0,220,0.7333333333333333,94.0
Entire serviced apartment,Entire home/apt,4,1.0,2.0,3.0,,,0.0,5.0,5.0,38.71591,-9.13881,1.0,19,27,34,247,73,1,0,4.82,4.89,4.56,4.68,1.43,157.0,1.5,28,2538.0,498,0.6333333333333333,150.0
Entire condo,Entire home/apt,4,1.5,1.0,2.0,within an hour,100%,0.0,4.0,4.0,25.98824,-80.1183,1.0,25,42,64,70,43,16,1,4.35,4.47,4.86,4.28,0.71,200.0,2.0,33,1945.0,492,0.8333333333333334,92.0
Entire home,Entire home/apt,7,2.0,3.0,4.0,within an hour,100%,1.0,5.0,5.0,38.10418,12.73927,1.0,30,55,85,261,0,0,0,,,,,,150.0,1.3333333333333333,33,3178.0,447,1.0,
Entire home,Entire home/apt,3,1.0,1.0,1.0,within an hour,100%,0.0,2.0,2.0,38.02502,12.88392,1.0,28,58,88,363,2,0,0,5.0,4.5,5.0,5.0,0.04,25.0,1.0,24,4540.0,414,0.9333333333333332,950.0
Private room in rental unit,Private room,1,1.0,1.0,1.0,a few days or more,10%,0.0,1.0,1.0,51.54724,-0.046,1.0,13,43,71,324,42,5,1,4.67,4.05,4.79,4.67,0.67,33.0,1.0,43,3082.0,496,0.4333333333333333,107.0
Entire home,Entire home/apt,9,2.0,3.0,4.0,within a few hours,100%,,38.0,55.0,25.97904,-80.1558,1.0,15,39,69,75,7,6,1,4.86,4.86,5.0,4.86,0.26,179.0,1.3333333333333333,27,3392.0,413,0.5,102.0
Private room in home,Private room,2,1.5,1.0,1.0,within an hour,100%,1.0,2.0,2.0,53.31884,-8.21568,1.0,28,58,88,268,12,6,0,4.92,4.92,4.92,4.75,0.74,71.0,1.0,45,924.0,52,0.9333333333333332,159.0
Private room in rental unit,Private room,3,2.0,1.0,1.0,within an hour,100%,0.0,5.0,5.0,-22.9487176,-43.1932728,1.0,22,52,68,343,0,0,0,,,,,,200.0,1.0,6,1000.0,456,0.7333333333333333,
Room in hotel,Private room,2,1.0,1.0,1.0,within an hour,100%,0.0,38.0,38.0,22.31681,114.16968,1.0,18,43,73,182,166,12,1,4.4,4.46,4.81,4.59,1.5,286.0,1.0,14,3617.0,500,0.6,25.0
Private room in condo,Private room,2,1.0,1.0,1.0,within an hour,100%,0.0,1.0,2.0,51.47131,-0.05096,1.0,29,59,89,89,23,8,2,4.26,4.39,4.48,4.17,0.82,40.0,1.0,27,3220.0,275,0.9666666666666668,103.0
Private room in home,Private room,4,1.0,1.0,1.0,within a day,100%,0.0,4.0,4.0,40.17247,18.17168,1.0,26,56,86,343,0,0,0,,,,,,107.0,1.0,10,561.0,190,0.8666666666666667,
Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,within an hour,100%,0.0,1.0,2.0,49.28204,-123.13652,1.0,11,11,11,11,96,6,1,4.96,4.94,4.98,4.9,1.5,142.0,,35,3871.0,625,0.3666666666666666,17.0
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,within a few hours,100%,1.0,13.0,13.0,21.27827,-157.82612,1.0,25,55,85,265,2,2,0,4.5,4.0,5.0,4.0,0.21,76.0,2.0,46,4946.0,499,0.8333333333333334,215.0
Entire villa,Entire home/apt,5,3.0,3.0,4.0,a few days or more,0%,0.0,1.0,1.0,36.76197,12.00019,1.0,27,57,87,362,4,1,0,5.0,4.75,4.75,5.0,0.04,260.0,1.3333333333333333,45,3276.0,422,0.9,209.0
Entire condo,Entire home/apt,3,1.0,0.0,,within an hour,100%,0.0,11.0,14.0,-33.78903,151.28557,1.0,28,58,88,210,25,1,0,4.04,4.24,4.8,3.92,0.55,395.0,,20,1495.0,500,0.9333333333333332,58.0
Entire rental unit,Entire home/apt,8,2.0,3.0,5.0,,,0.0,3.0,3.0,37.7941,12.43602,1.0,0,0,0,7,2,0,0,5.0,5.0,5.0,5.0,0.06,400.0,1.6666666666666667,41,1396.0,397,0.0,938.0
Entire home,Entire home/apt,10,3.0,4.0,5.0,within an hour,96%,0.0,22.0,32.0,26.14144,-80.12536,1.0,25,55,81,356,5,5,2,4.6,4.8,4.8,4.8,0.84,390.0,1.25,42,1003.0,155,0.8333333333333334,96.0
Private room in home,Private room,2,1.0,1.0,1.0,within an hour,100%,1.0,9.0,9.0,45.51962229999999,-73.5729217,1.0,30,60,85,91,54,39,1,5.0,5.0,4.96,4.91,2.8,75.0,1.0,48,627.0,479,1.0,11.0
Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,within an hour,100%,0.0,19.0,22.0,43.77416,11.25572,1.0,19,29,41,83,7,7,0,5.0,5.0,5.0,4.86,1.06,244.0,1.5,45,594.0,487,0.6333333333333333,72.0
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,within an hour,100%,0.0,8.0,8.0,40.84945,14.25585,1.0,29,59,89,179,75,4,0,4.57,4.56,4.95,4.63,1.06,90.0,2.0,24,3166.0,333,0.9666666666666668,271.0
Entire guesthouse,Entire home/apt,4,1.0,2.0,2.0,within an hour,100%,1.0,3.0,4.0,-31.48028,118.278473,1.0,6,34,58,306,25,10,0,4.88,4.8,4.8,4.68,0.83,175.0,1.0,29,3585.0,530,0.2,210.0
Tipi,Entire home/apt,5,1.0,1.0,3.0,,,0.0,1.0,7.0,34.4386131,-118.2665493,1.0,30,60,90,365,0,0,0,,,,,,135.0,3.0,6,1809.0,508,1.0,
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,a few days or more,36%,0.0,1.0,1.0,-22.94201,-43.17788,1.0,22,30,50,311,6,6,1,4.83,4.67,5.0,4.83,2.17,600.0,2.0,51,3886.0,237,0.7333333333333333,103.0
Entire home,Entire home/apt,10,2.0,4.0,6.0,within a few hours,99%,1.0,67.0,108.0,-38.377923476890906,144.80429895824074,1.0,20,50,80,355,2,2,0,5.0,5.0,5.0,5.0,0.94,452.0,1.5,43,3992.0,320,0.6666666666666666,46.0
Campsite,Entire home/apt,4,1.0,0.0,2.0,within an hour,100%,0.0,1.0,2.0,39.55357766797181,2.690304229131381,1.0,29,59,89,364,3,1,0,4.67,4.67,4.67,4.33,0.15,104.0,,21,1687.0,219,0.9666666666666668,207.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,,,0.0,1.0,1.0,48.83273579999999,2.3307411,1.0,9,15,15,15,8,0,0,5.0,5.0,4.88,4.88,0.48,100.0,1.0,25,3548.0,90,0.3,476.0
Entire rental unit,Entire home/apt,5,2.0,2.0,3.0,,,0.0,1.0,1.0,38.12093,13.34328,1.0,25,55,85,227,18,2,0,4.83,5.0,4.83,4.89,0.22,60.0,1.5,32,2575.0,223,0.8333333333333334,167.0
Entire townhouse,Entire home/apt,4,1.0,2.0,2.0,within an hour,100%,0.0,1.0,2.0,51.49427,0.08071,1.0,10,32,51,277,261,86,6,4.66,4.52,4.62,4.66,7.85,76.0,1.0,52,2001.0,452,0.3333333333333333,99.0
Entire condo,Entire home/apt,4,2.5,2.0,2.0,within a few hours,100%,1.0,1.0,1.0,51.44495,-0.2406,1.0,2,2,5,81,19,9,1,5.0,4.89,4.74,5.0,0.64,165.0,1.0,35,1581.0,507,0.0666666666666666,117.0
Entire serviced apartment,Entire home/apt,3,1.0,1.0,2.0,within an hour,92%,0.0,6.0,18.0,53.34116,-6.26053,1.0,18,32,57,320,160,21,3,4.55,4.77,4.92,4.45,1.93,284.0,2.0,46,3641.0,385,0.6,22.0
Private room in guesthouse,Private room,2,1.0,1.0,2.0,,,1.0,3.0,3.0,40.27001,17.89651,1.0,0,0,0,60,54,2,0,4.7,4.93,4.35,4.56,0.53,100.0,2.0,44,3183.0,423,0.0,202.0
Dammuso,Entire home/apt,2,1.0,1.0,1.0,,,0.0,8.0,8.0,36.79531,12.04895,1.0,28,58,88,268,0,0,0,,,,,,130.0,1.0,31,904.0,443,0.9333333333333332,
Entire home,Entire home/apt,5,1.5,2.0,3.0,,,0.0,1.0,1.0,48.29671,16.38465,,29,59,89,364,0,0,0,,,,,,220.0,1.5,14,907.0,184,0.9666666666666668,
Entire home,Entire home/apt,10,5.5,4.0,7.0,within a day,84%,1.0,69.0,284.0,-38.32079,144.99077,1.0,19,49,79,343,11,3,0,4.64,4.55,4.82,4.45,0.22,889.0,1.75,14,3491.0,136,0.6333333333333333,49.0
Entire rental unit,Entire home/apt,5,1.0,1.0,3.0,within an hour,100%,0.0,5.0,6.0,52.54682,13.41203,1.0,16,43,73,345,35,35,7,4.2,3.94,4.51,4.17,3.0,76.0,3.0,28,2303.0,408,0.5333333333333333,89.0
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,within a few hours,100%,0.0,6.0,7.0,35.89404,14.50256,1.0,25,55,61,61,1,0,0,5.0,5.0,5.0,5.0,0.01,189.0,2.0,22,3061.0,157,0.8333333333333334,2441.0
Entire guesthouse,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,1.0,6.0,6.0,-33.86239,18.69508,1.0,26,56,86,361,23,1,0,4.87,4.91,4.91,5.0,0.33,565.0,1.0,24,2446.0,163,0.8666666666666667,341.0
Room in hotel,Hotel room,2,1.0,1.0,1.0,within an hour,99%,0.0,2878.0,4543.0,41.88431,-87.63348,1.0,30,60,84,357,9,9,1,4.78,4.67,5.0,4.33,1.14,267.0,1.0,25,746.0,500,1.0,12.0
Entire serviced apartment,Entire home/apt,2,1.0,1.0,1.0,within an hour,90%,1.0,10.0,10.0,41.14852,-8.61318,1.0,16,27,42,269,21,1,0,4.76,4.86,4.9,4.76,0.62,76.0,1.0,41,2667.0,346,0.5333333333333333,227.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within a few hours,100%,0.0,2.0,2.0,40.8153693,-73.9384161,1.0,2,32,62,307,0,0,0,,,,,,100.0,1.0,10,4560.0,492,0.0666666666666666,
Entire condo,Entire home/apt,8,2.0,3.0,3.0,within an hour,100%,1.0,2.0,3.0,43.76826,11.25713,1.0,10,15,18,122,262,79,4,4.88,4.89,4.99,4.89,3.3,194.0,1.0,74,3077.0,250,0.3333333333333333,2.0
Private room in villa,Private room,3,1.5,1.0,2.0,within an hour,100%,0.0,6.0,10.0,41.10984,-8.53124,1.0,26,46,71,213,0,0,0,,,,,,51.0,2.0,45,3140.0,231,0.8666666666666667,
Entire rental unit,Entire home/apt,4,2.0,1.0,2.0,within a few hours,97%,1.0,317.0,319.0,22.22261,-159.48188,1.0,4,4,4,4,6,0,0,5.0,5.0,5.0,5.0,0.26,306.0,2.0,44,3829.0,491,0.1333333333333333,412.0
Entire home,Entire home/apt,5,2.5,3.0,3.0,within an hour,98%,1.0,102.0,227.0,44.94074,-93.1547,1.0,20,50,68,343,38,2,0,4.68,4.71,4.87,4.53,0.56,209.0,1.0,55,3758.0,27,0.6666666666666666,77.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within a few hours,90%,0.0,16.0,16.0,51.5242,-0.10948,1.0,23,53,83,358,0,0,0,,,,,,142.0,1.0,12,592.0,487,0.7666666666666667,
Private room in farm stay,Private room,5,1.5,1.0,2.0,within an hour,100%,0.0,21.0,24.0,53.43504,-8.74979,1.0,30,60,90,90,48,1,0,4.33,4.38,4.52,4.5,0.65,50.0,2.0,32,2388.0,376,1.0,208.0
Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,,,0.0,12.0,13.0,40.26241,17.89667,1.0,0,0,0,0,66,0,0,4.88,4.94,4.85,4.86,0.51,20.0,3.0,13,5298.0,243,0.0,568.0
Private room in farm stay,Private room,3,1.0,1.0,2.0,,,0.0,2.0,2.0,36.78048,14.74175,1.0,30,60,90,365,0,0,0,,,,,,110.0,2.0,26,3076.0,489,1.0,
Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,within a day,90%,0.0,1.0,1.0,48.10904219385905,11.600252653830095,1.0,0,0,0,42,10,10,1,5.0,4.6,4.8,5.0,1.44,95.0,1.0,45,3511.0,428,0.0,102.0
Entire rental unit,Entire home/apt,10,1.0,2.0,6.0,within an hour,100%,1.0,47.0,47.0,45.5213493,-73.5776314,1.0,27,57,82,357,154,15,0,4.84,4.86,4.9,4.72,1.52,202.0,3.0,61,3208.0,516,0.9,33.0
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,within an hour,100%,0.0,21.0,38.0,26.01814,-80.13979,1.0,26,56,86,359,8,8,2,4.0,4.0,4.13,3.63,1.64,154.0,2.0,59,3464.0,382,0.8666666666666667,93.0
Entire home,Entire home/apt,6,2.0,2.0,3.0,within an hour,100%,1.0,4.0,4.0,20.01851,-155.73411,1.0,11,41,69,329,112,20,1,4.89,4.9,4.91,4.68,1.33,332.0,1.5,58,3613.0,472,0.3666666666666666,24.0
Private room in home,Private room,2,1.0,1.0,1.0,,,0.0,1.0,2.0,44.97377,-123.0755,1.0,23,53,83,83,1,0,0,5.0,4.0,5.0,5.0,0.01,76.0,1.0,14,3930.0,165,0.7666666666666667,2762.0
Room in hotel,Private room,2,1.0,0.0,1.0,within an hour,100%,1.0,1154.0,1344.0,36.1168712,-115.1690662,1.0,16,16,16,16,0,0,0,,,,,,138.0,,6,3615.0,496,0.5333333333333333,
Entire villa,Entire home/apt,4,1.0,2.0,4.0,,,0.0,1.0,1.0,40.27570679999999,18.417468,1.0,0,0,0,24,0,0,0,,,,,,120.0,2.0,55,927.0,453,0.0,
Entire home,Entire home/apt,8,2.0,3.0,6.0,within an hour,100%,0.0,8.0,9.0,33.91235,-118.36701,1.0,23,53,83,282,153,38,0,4.95,4.93,4.9,4.92,3.83,300.0,2.0,81,1209.0,520,0.7666666666666667,56.0
Private room in rental unit,Private room,1,1.0,1.0,1.0,within a few hours,100%,1.0,1.0,2.0,-37.8513663,144.9951312,1.0,8,19,49,50,0,0,0,,,,,,81.0,1.0,5,2571.0,490,0.2666666666666666,
Entire home,Entire home/apt,5,2.0,3.0,3.0,within a few hours,100%,0.0,1.0,1.0,44.80989,-0.56946,1.0,19,42,72,72,1,0,0,5.0,5.0,5.0,5.0,0.03,75.0,1.0,22,4065.0,332,0.6333333333333333,958.0
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,within an hour,97%,0.0,195.0,203.0,45.471805103976415,9.124032630033854,1.0,9,25,46,46,4,4,0,4.75,4.75,5.0,4.5,0.36,76.0,2.0,38,4664.0,227,0.3,218.0
Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,within an hour,100%,1.0,1.0,1.0,48.83305415213474,2.3148265570083693,1.0,16,37,37,37,13,13,2,4.38,4.38,4.77,4.31,2.45,75.0,,22,259.0,257,0.5333333333333333,112.0
Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,within a few hours,98%,1.0,41.0,41.0,40.75965,-73.96125,1.0,1,1,21,296,9,2,0,4.78,4.67,4.89,4.44,0.2,164.0,1.0,39,2053.0,427,0.0333333333333333,63.0
Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,,,0.0,1.0,1.0,44.83792,-0.56699,1.0,1,1,1,1,0,0,0,,,,,,94.0,1.0,39,2662.0,460,0.0333333333333333,
Entire home,Entire home/apt,10,2.0,3.0,6.0,within an hour,100%,1.0,1.0,1.0,-42.8666,147.62569,1.0,9,23,40,255,303,47,4,4.84,4.82,4.73,4.82,3.34,148.0,2.0,71,3690.0,52,0.3,24.0
Entire condo,Entire home/apt,4,1.0,1.0,3.0,within an hour,99%,0.0,66.0,71.0,22.218884062226977,-159.47050800118865,1.0,6,14,31,282,30,20,0,4.63,4.5,4.7,4.47,1.64,164.0,3.0,33,2492.0,255,0.2,89.0
Entire rental unit,Entire home/apt,6,1.0,3.0,6.0,within an hour,100%,1.0,1.0,1.0,45.44096,12.32066,1.0,0,0,0,161,24,11,0,4.79,4.42,5.0,4.67,0.75,155.0,2.0,20,3621.0,246,0.0,186.0
Entire condo,Entire home/apt,4,1.0,1.0,2.0,a few days or more,0%,0.0,3.0,6.0,37.96216,23.74647,1.0,27,57,87,362,0,0,0,,,,,,43.0,2.0,22,1057.0,58,0.9,
Room in boutique hotel,Private room,2,1.0,1.0,1.0,within an hour,100%,0.0,7.0,7.0,38.71246,-9.13619,1.0,8,23,42,239,148,51,6,4.57,4.71,4.93,4.59,3.94,87.0,1.0,7,1149.0,241,0.2666666666666666,20.0
Entire villa,Entire home/apt,12,4.0,4.0,7.0,within an hour,100%,0.0,131.0,145.0,37.609249,15.132879,1.0,7,7,7,7,14,8,0,4.71,5.0,3.79,4.29,0.42,743.0,1.75,48,4254.0,154,0.2333333333333333,161.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,0.0,2.0,2.0,37.9589108,23.7293434,1.0,29,59,89,119,16,16,0,4.56,4.75,4.63,4.31,2.59,33.0,1.0,24,274.0,207,0.9666666666666668,118.0
Entire bed and breakfast,Entire home/apt,3,1.0,2.0,3.0,,,1.0,7.0,7.0,37.07516,25.35158,1.0,0,0,0,183,11,2,0,5.0,5.0,4.73,4.82,0.11,400.0,1.5,13,3183.0,481,0.0,238.0
Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,within an hour,100%,0.0,264.0,398.0,40.7749268,-73.9481632,1.0,30,60,90,365,3,1,0,5.0,4.33,4.33,4.0,0.11,172.0,,36,2643.0,509,1.0,305.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,,,0.0,1.0,2.0,52.5301,13.43031,1.0,27,57,87,362,0,0,0,,,,,,95.0,1.0,19,4125.0,489,0.9,
Entire rental unit,Entire home/apt,3,1.0,0.0,2.0,within a day,100%,1.0,1.0,1.0,20.76287,-156.45866,1.0,4,4,4,4,241,31,1,4.82,4.76,4.88,4.84,2.47,180.0,,26,3643.0,467,0.1333333333333333,23.0
Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,within an hour,100%,1.0,1.0,1.0,50.0405221,14.4521456,1.0,17,25,30,255,40,39,1,4.98,4.93,4.9,4.95,3.02,975.0,,43,437.0,499,0.5666666666666667,7.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,,,0.0,125.0,148.0,48.84678,2.35509,1.0,10,10,10,10,52,2,0,4.65,4.4,4.96,4.63,0.51,158.0,1.0,26,1096.0,472,0.3333333333333333,253.0
Entire rental unit,Entire home/apt,5,2.0,3.0,3.0,within a few hours,100%,0.0,1.0,1.0,48.87819685315167,2.345932295854594,1.0,0,24,50,63,7,7,0,5.0,5.0,5.0,4.71,0.62,280.0,1.0,34,4106.0,481,0.0,158.0
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,,,0.0,1.0,1.0,37.53658,15.1172,1.0,11,41,71,161,5,0,0,5.0,5.0,4.4,5.0,0.12,45.0,2.0,42,2366.0,486,0.3666666666666666,911.0
Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,within a few hours,100%,1.0,3.0,5.0,51.515984,-0.186238,1.0,4,34,58,155,39,4,0,4.82,4.77,4.87,4.74,0.65,225.0,1.5,27,4271.0,463,0.1333333333333333,137.0
Entire rental unit,Entire home/apt,3,1.5,2.0,2.0,within an hour,100%,0.0,1.0,2.0,50.86909,4.30531,1.0,23,53,83,358,46,24,1,4.48,4.35,4.63,4.37,2.29,108.0,1.0,29,866.0,86,0.7666666666666667,19.0
Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,within an hour,100%,1.0,64.0,100.0,51.4555704,-0.2199275,1.0,13,43,73,296,13,3,0,4.77,4.69,4.46,4.46,0.65,210.0,1.5,70,3602.0,322,0.4333333333333333,218.0
Entire condo,Entire home/apt,4,1.0,1.0,2.0,within a day,90%,0.0,1.0,2.0,-23.01512724230485,-43.30509990270637,1.0,22,52,82,357,2,2,0,5.0,5.0,5.0,5.0,0.17,900.0,2.0,60,3950.0,503,0.7333333333333333,116.0
Entire home,Entire home/apt,2,1.0,1.0,1.0,within a day,100%,0.0,7.0,7.0,44.9616481,-93.2389789,1.0,0,0,25,300,0,0,0,,,,,,88.0,1.0,12,2284.0,490,0.0,
Entire home,Entire home/apt,10,3.0,4.0,7.0,within an hour,100%,1.0,1.0,1.0,32.74078,-117.23627,1.0,17,35,46,273,79,28,4,4.91,4.8,4.92,4.78,2.0,334.0,1.75,53,2791.0,550,0.5666666666666667,91.0
Entire rental unit,Entire home/apt,6,1.0,2.0,2.0,within a few hours,100%,0.0,3.0,3.0,48.84529,2.29844,1.0,12,37,67,67,24,24,4,4.96,4.92,4.92,4.88,5.81,202.0,1.0,47,601.0,474,0.4,112.0
Entire cottage,Entire home/apt,5,1.0,2.0,3.0,within an hour,100%,0.0,3.0,9.0,-34.99905,117.19907,1.0,2,13,29,268,7,1,0,5.0,5.0,5.0,5.0,0.1,356.0,1.5,16,2587.0,504,0.0666666666666666,142.0
Entire rental unit,Entire home/apt,4,1.0,2.0,4.0,within a few hours,96%,0.0,19.0,19.0,-30.1103538,153.1994199,1.0,22,37,67,312,5,5,3,4.8,4.8,5.0,4.8,1.0,150.0,2.0,15,264.0,479,0.7333333333333333,19.0
Entire home,Entire home/apt,8,3.0,4.0,5.0,within an hour,100%,0.0,1.0,1.0,55.20687,-7.62986,1.0,23,53,83,331,22,5,0,5.0,5.0,5.0,4.95,0.4,220.0,1.25,39,1921.0,478,0.7666666666666667,216.0
Entire rental unit,Entire home/apt,2,2.0,1.0,1.0,within an hour,100%,0.0,2.0,3.0,-22.9278062987036,-43.3478332637242,1.0,23,53,83,83,3,3,0,5.0,5.0,5.0,5.0,0.31,271.0,1.0,11,412.0,43,0.7666666666666667,172.0
Entire rental unit,Entire home/apt,3,3.0,2.0,2.0,,,0.0,1.0,1.0,41.4123827631752,2.134300428981692,,23,53,83,358,0,0,0,,,,,,959.0,1.0,43,494.0,460,0.7666666666666667,
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,1.0,1.0,1.0,-33.9583201,115.0590861,1.0,22,52,80,81,13,13,4,4.85,5.0,4.85,4.77,2.48,546.0,1.0,57,1462.0,500,0.7333333333333333,96.0
Private room in home,Private room,4,1.0,1.0,1.0,within an hour,100%,1.0,4.0,7.0,26.01447,-80.14754,1.0,28,58,88,88,18,8,1,4.39,4.39,4.83,4.39,0.36,92.0,1.0,52,3557.0,423,0.9333333333333332,108.0
Entire condo,Entire home/apt,4,1.0,1.0,2.0,within a day,100%,0.0,53.0,64.0,36.968628,-121.904564,1.0,5,5,6,183,48,5,0,4.85,4.9,4.94,4.79,0.71,320.0,2.0,42,3187.0,498,0.1666666666666666,193.0
Private room in home,Private room,1,2.0,1.0,1.0,within an hour,100%,1.0,32.0,33.0,-33.95181,18.47103,1.0,0,25,55,145,10,0,0,4.6,4.2,4.5,4.6,0.27,381.0,1.0,13,3286.0,506,0.0,546.0
Private room in home,Private room,1,4.0,1.0,1.0,within an hour,100%,1.0,2.0,4.0,13.696985258739096,100.60532826427767,1.0,5,20,50,155,100,35,5,4.94,4.94,4.88,4.95,2.72,460.0,1.0,20,3143.0,530,0.1666666666666666,79.0
Private room in rental unit,Private room,2,1.0,1.0,1.0,,,0.0,1.0,1.0,48.88285,2.36402,1.0,29,59,89,179,120,1,0,4.75,4.77,4.57,4.66,1.04,250.0,1.0,51,3617.0,159,0.9666666666666668,441.0
Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,within an hour,100%,1.0,1.0,3.0,54.08839,-8.51493,1.0,30,60,88,178,79,13,0,4.82,4.82,4.84,4.77,1.02,120.0,,15,2419.0,494,1.0,126.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within a day,92%,0.0,395.0,397.0,48.1853004,16.3826486,1.0,0,0,0,0,0,0,0,,,,,,188.0,1.0,28,1509.0,281,0.0,
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,1.0,28.0,34.0,41.1507739,-8.6303574,1.0,15,31,61,328,9,9,2,4.89,4.78,4.89,4.78,2.0,91.0,1.0,36,1459.0,470,0.5,28.0
Entire home,Entire home/apt,6,2.0,2.0,4.0,within an hour,100%,1.0,1.0,1.0,26.0066,-80.13807,1.0,1,1,26,301,44,15,0,4.95,4.93,4.91,4.84,1.15,290.0,2.0,62,1250.0,501,0.0333333333333333,119.0
Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,,,0.0,2.0,3.0,-33.77683,151.05689,1.0,30,60,90,91,0,0,0,,,,,,153.0,1.0,14,4593.0,0,1.0,
Private room in nature lodge,Private room,2,1.0,1.0,1.0,within an hour,100%,1.0,3.0,3.0,48.84159,-123.32417,1.0,0,2,2,50,80,2,0,4.96,4.98,4.97,4.85,0.76,210.0,1.0,31,3473.0,497,0.0,245.0
Private room in home,Private room,2,1.0,1.0,1.0,within a few hours,100%,0.0,10.0,28.0,19.39970129826512,-99.16325008968008,1.0,23,53,82,82,1,1,0,5.0,5.0,5.0,5.0,0.14,629.0,1.0,10,2066.0,470,0.7666666666666667,282.0
Entire condo,Entire home/apt,5,1.0,2.0,3.0,,,0.0,1.0,1.0,35.012379,25.751554,1.0,26,56,86,361,6,0,0,5.0,5.0,5.0,5.0,0.14,89.0,1.5,48,1349.0,523,0.8666666666666667,945.0
Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,,,0.0,1.0,1.0,48.880032782486005,2.378855689663548,1.0,5,35,65,155,0,0,0,,,,,,191.0,0.0,30,361.0,207,0.1666666666666666,
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,1.0,2.0,2.0,22.22063,-159.47601,1.0,7,12,24,97,88,47,2,4.95,4.91,4.91,4.82,3.26,243.0,1.0,48,1946.0,486,0.2333333333333333,16.0
Private room in rental unit,Private room,3,2.0,1.0,1.0,within a few hours,96%,0.0,44.0,65.0,45.73938,4.86477,1.0,30,60,90,365,7,0,0,3.86,4.43,4.5,4.33,0.07,29.0,1.0,24,4603.0,418,1.0,1073.0
Private room in rental unit,Private room,1,1.0,1.0,1.0,within a few hours,94%,1.0,29.0,31.0,56.9763,24.16249,1.0,28,58,88,88,3,3,0,4.33,5.0,5.0,4.33,0.36,20.0,1.0,5,947.0,482,0.9333333333333332,202.0
Room in boutique hotel,Hotel room,4,1.0,1.0,2.0,within an hour,100%,0.0,9.0,9.0,48.8646,2.33742,1.0,14,40,68,322,0,0,0,,,,,,814.0,2.0,22,2412.0,400,0.4666666666666667,
Private room in rental unit,Private room,2,1.0,1.0,1.0,,,0.0,1.0,1.0,51.493428042760016,-0.0449931089008618,1.0,29,59,89,269,0,0,0,,,,,,143.0,1.0,12,1399.0,224,0.9666666666666668,
Casa particular,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,1.0,1.0,1.0,38.87999,-9.15559,1.0,0,2,29,219,38,36,0,4.89,4.87,4.66,4.84,3.06,52.0,1.0,54,403.0,529,0.0,42.0
Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,within a few hours,100%,1.0,12.0,30.0,42.36763,-71.09655,1.0,30,60,90,180,74,1,0,4.77,4.86,4.72,4.59,0.65,286.0,1.0,39,3819.0,215,1.0,209.0
